Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,1750,10,4,33,45,69,0,125,0.000%,154.81246,300.61,0.00
/P1-base/procesapago,1750,18,10,44,57,79,2,136,0.000%,148.82218,101.15,0.00
TOTAL,3500,14,7,40,51,75,0,136,0.000%,249.44765,326.96,0.00
